retailer_id,sku_id,date,quantity_ordered
5887,M009594,2026-01-12,
5887,M009594,2026-01-19,
5887,M012860,2025-12-29,
5887,M012860,2026-01-05,
5887,M012860,2026-01-12,
5887,M012860,2026-01-19,
5887,M009284,2025-12-29,
5887,M009284,2026-01-05,
5887,M009284,2026-01-12,
5887,M009284,2026-01-19,
5887,M013294,2025-12-29,
5887,M013294,2026-01-05,
5887,M013294,2026-01-12,
5887,M013294,2026-01-19,
5887,M010532,2025-12-29,
5887,M010532,2026-01-05,
5887,M010532,2026-01-12,
5887,M010532,2026-01-19,
5887,M009542,2025-12-29,
5887,M009542,2026-01-05,
5887,M009542,2026-01-12,
5887,M009542,2026-01-19,
5887,M011086,2025-12-29,
5887,M011086,2026-01-05,
5887,M011086,2026-01-12,
5887,M011086,2026-01-19,
5887,M010200,2025-12-29,
5887,M010200,2026-01-05,
5887,M010200,2026-01-12,
5887,M010200,2026-01-19,
5887,M010676,2025-12-29,
5887,M010676,2026-01-05,
5887,M010676,2026-01-12,
5887,M010676,2026-01-19,
5887,M009970,2025-12-29,
5887,M009970,2026-01-05,
5887,M009970,2026-01-12,
5887,M009970,2026-01-19,
5887,M014013,2025-12-29,
5887,M014013,2026-01-05,
5887,M014013,2026-01-12,
5887,M014013,2026-01-19,
6168,M009371,2025-12-29,
6168,M009371,2026-01-05,
6168,M009371,2026-01-12,
6168,M009371,2026-01-19,
6168,M009651,2025-12-29,
6168,M009651,2026-01-05,
6168,M009651,2026-01-12,
6168,M009651,2026-01-19,
6168,M013962,2025-12-29,
6168,M013962,2026-01-05,
6168,M013962,2026-01-12,
6168,M013962,2026-01-19,
6168,M010132,2025-12-29,
6168,M010132,2026-01-05,
6168,M010132,2026-01-12,
6168,M010132,2026-01-19,
6168,M016641,2025-12-29,
6168,M016641,2026-01-05,
6168,M016641,2026-01-12,
6168,M016641,2026-01-19,
6168,M010200,2025-12-29,
6168,M010200,2026-01-05,
6168,M010200,2026-01-12,
6168,M010200,2026-01-19,
6168,M010208,2025-12-29,
6168,M010208,2026-01-05,
6168,M010208,2026-01-12,
6168,M010208,2026-01-19,
6168,M010771,2025-12-29,
6168,M010771,2026-01-05,
6168,M010771,2026-01-12,
6168,M010771,2026-01-19,
6168,M010676,2025-12-29,
6168,M010676,2026-01-05,
6168,M010676,2026-01-12,
6168,M010676,2026-01-19,
6168,M013086,2025-12-29,
6168,M013086,2026-01-05,
6168,M013086,2026-01-12,
6168,M013086,2026-01-19,
6168,M010788,2025-12-29,
6168,M010788,2026-01-05,
6168,M010788,2026-01-12,
6168,M010788,2026-01-19,
6168,M016311,2025-12-29,
6168,M016311,2026-01-05,
6168,M016311,2026-01-12,
6168,M016311,2026-01-19,
6168,M012665,2025-12-29,
6168,M012665,2026-01-05,
6168,M012665,2026-01-12,
6168,M012665,2026-01-19,
6168,M009898,2025-12-29,
6168,M009898,2026-01-05,
6168,M009898,2026-01-12,
6168,M009898,2026-01-19,
6168,M009648,2025-12-29,
6168,M009648,2026-01-05,
6168,M009648,2026-01-12,
6168,M009648,2026-01-19,
6168,M009970,2025-12-29,
6168,M009970,2026-01-05,
6168,M009970,2026-01-12,
6168,M009970,2026-01-19,
6168,M010253,2025-12-29,
6168,M010253,2026-01-05,
6168,M010253,2026-01-12,
6168,M010253,2026-01-19,
6168,M010882,2025-12-29,
6168,M010882,2026-01-05,
6168,M010882,2026-01-12,
6168,M010882,2026-01-19,
6168,M010038,2025-12-29,
6168,M010038,2026-01-05,
6168,M010038,2026-01-12,
6168,M010038,2026-01-19,
6168,M009072,2025-12-29,
6168,M009072,2026-01-05,
6168,M009072,2026-01-12,
6168,M009072,2026-01-19,
6168,M009284,2025-12-29,
6168,M009284,2026-01-05,
6168,M009284,2026-01-12,
6168,M009284,2026-01-19,
6168,M010868,2025-12-29,
6168,M010868,2026-01-05,
6168,M010868,2026-01-12,
6168,M010868,2026-01-19,
6306,M009630,2025-12-29,
6306,M009630,2026-01-05,
6306,M009630,2026-01-12,
6306,M009630,2026-01-19,
6306,M010868,2025-12-29,
6306,M010868,2026-01-05,
6306,M010868,2026-01-12,
6306,M010868,2026-01-19,
6306,M012706,2025-12-29,
6306,M012706,2026-01-05,
6306,M012706,2026-01-12,
6306,M012706,2026-01-19,
6306,M009648,2025-12-29,
6306,M009648,2026-01-05,
6306,M009648,2026-01-12,
6306,M009648,2026-01-19,
6306,M010200,2025-12-29,
6306,M010200,2026-01-05,
6306,M010200,2026-01-12,
6306,M010200,2026-01-19,
6306,M010082,2025-12-29,
6306,M010082,2026-01-05,
6306,M010082,2026-01-12,
6306,M010082,2026-01-19,
6306,M010079,2025-12-29,
6306,M010079,2026-01-05,
6306,M010079,2026-01-12,
6306,M010079,2026-01-19,
6306,M010532,2025-12-29,
6306,M010532,2026-01-05,
6306,M010532,2026-01-12,
6306,M010532,2026-01-19,
6306,M010453,2025-12-29,
6306,M010453,2026-01-05,
6306,M010453,2026-01-12,
6306,M010453,2026-01-19,
6306,M013459,2025-12-29,
6306,M013459,2026-01-05,
6306,M013459,2026-01-12,
6306,M013459,2026-01-19,
6306,M010038,2025-12-29,
6306,M010038,2026-01-05,
6306,M010038,2026-01-12,
6306,M010038,2026-01-19,
6306,M013294,2025-12-29,
6306,M013294,2026-01-05,
6306,M013294,2026-01-12,
6306,M013294,2026-01-19,
6306,M009651,2025-12-29,
6306,M009651,2026-01-05,
6306,M009651,2026-01-12,
6306,M009651,2026-01-19,
6306,M009364,2025-12-29,
6306,M009364,2026-01-05,
6306,M009364,2026-01-12,
6306,M009364,2026-01-19,
6637,M010038,2025-12-29,
6637,M010038,2026-01-05,
6637,M010038,2026-01-12,
6637,M010038,2026-01-19,
6637,M009542,2025-12-29,
6637,M009542,2026-01-05,
6637,M009542,2026-01-12,
6637,M009542,2026-01-19,
6637,M010184,2025-12-29,
6637,M010184,2026-01-05,
6637,M010184,2026-01-12,
6637,M010184,2026-01-19,
6637,M010253,2025-12-29,
6637,M010253,2026-01-05,
6637,M010253,2026-01-12,
6637,M010253,2026-01-19,
6637,M010771,2025-12-29,
6637,M010771,2026-01-05,
6637,M010771,2026-01-12,
6637,M010771,2026-01-19,
6637,M009630,2025-12-29,
6637,M009630,2026-01-05,
6637,M009630,2026-01-12,
6637,M009630,2026-01-19,
6637,M013086,2025-12-29,
6637,M013086,2026-01-05,
6637,M013086,2026-01-12,
6637,M013086,2026-01-19,
6637,M012860,2025-12-29,
6637,M012860,2026-01-05,
6637,M012860,2026-01-12,
6637,M012860,2026-01-19,
6637,M010788,2025-12-29,
6637,M010788,2026-01-05,
6637,M010788,2026-01-12,
6637,M010788,2026-01-19,
6637,M010676,2025-12-29,
6637,M010676,2026-01-05,
6637,M010676,2026-01-12,
6637,M010676,2026-01-19,
6637,M009648,2025-12-29,
6637,M009648,2026-01-05,
6637,M009648,2026-01-12,
6637,M009648,2026-01-19,
6637,M010132,2025-12-29,
6637,M010132,2026-01-05,
6637,M010132,2026-01-12,
6637,M010132,2026-01-19,
7627,M010038,2025-12-29,
7627,M010038,2026-01-05,
7627,M010038,2026-01-12,
7627,M010038,2026-01-19,
7627,M010532,2025-12-29,
7627,M010532,2026-01-05,
7627,M010532,2026-01-12,
7627,M010532,2026-01-19,
7627,M009970,2025-12-29,
7627,M009970,2026-01-05,
7627,M009970,2026-01-12,
7627,M009970,2026-01-19,
7627,M013220,2025-12-29,
7627,M013220,2026-01-05,
7627,M013220,2026-01-12,
7627,M013220,2026-01-19,
7627,M009072,2025-12-29,
7627,M009072,2026-01-05,
7627,M009072,2026-01-12,
7627,M009072,2026-01-19,
7627,M009284,2025-12-29,
7627,M009284,2026-01-05,
7627,M009284,2026-01-12,
7627,M009284,2026-01-19,
7627,M010079,2025-12-29,
7627,M010079,2026-01-05,
7627,M010079,2026-01-12,
7627,M010079,2026-01-19,
8060,M009542,2025-12-29,
8060,M009542,2026-01-05,
8060,M009542,2026-01-12,
8060,M009542,2026-01-19,
8060,M012706,2025-12-29,
8060,M012706,2026-01-05,
8060,M012706,2026-01-12,
8060,M012706,2026-01-19,
8060,M010253,2025-12-29,
8060,M010253,2026-01-05,
8060,M010253,2026-01-12,
8060,M010253,2026-01-19,
8060,M013962,2025-12-29,
8060,M013962,2026-01-05,
8060,M013962,2026-01-12,
8060,M013962,2026-01-19,
8060,M010208,2025-12-29,
8060,M010208,2026-01-05,
8060,M010208,2026-01-12,
8060,M010208,2026-01-19,
8060,M010771,2025-12-29,
8060,M010771,2026-01-05,
8060,M010771,2026-01-12,
8060,M010771,2026-01-19,
8060,M009072,2025-12-29,
8060,M009072,2026-01-05,
8060,M009072,2026-01-12,
8060,M009072,2026-01-19,
8060,M010132,2025-12-29,
8060,M010132,2026-01-05,
8060,M010132,2026-01-12,
8060,M010132,2026-01-19,
8060,M013294,2025-12-29,
8060,M013294,2026-01-05,
8060,M013294,2026-01-12,
8060,M013294,2026-01-19,
8060,M013086,2025-12-29,
8060,M013086,2026-01-05,
8060,M013086,2026-01-12,
8060,M013086,2026-01-19,
8060,M009050,2025-12-29,
8060,M009050,2026-01-05,
8060,M009050,2026-01-12,
8060,M009050,2026-01-19,
8060,M009594,2025-12-29,
8060,M009594,2026-01-05,
8060,M009594,2026-01-12,
8060,M009594,2026-01-19,
8060,M009970,2025-12-29,
8060,M009970,2026-01-05,
8060,M009970,2026-01-12,
8060,M009970,2026-01-19,
8060,M013477,2025-12-29,
8060,M013477,2026-01-05,
8060,M013477,2026-01-12,
8060,M013477,2026-01-19,
8060,M010453,2025-12-29,
8060,M010453,2026-01-05,
8060,M010453,2026-01-12,
8060,M010453,2026-01-19,
12562,M010200,2025-12-29,
12562,M010200,2026-01-05,
12562,M010200,2026-01-12,
12562,M010200,2026-01-19,
12562,M010082,2025-12-29,
12562,M010082,2026-01-05,
12562,M010082,2026-01-12,
12562,M010082,2026-01-19,
12562,M013294,2025-12-29,
12562,M013294,2026-01-05,
12562,M013294,2026-01-12,
12562,M013294,2026-01-19,
12562,M010532,2025-12-29,
12562,M010532,2026-01-05,
12562,M010532,2026-01-12,
12562,M010532,2026-01-19,
12562,M012706,2025-12-29,
12562,M012706,2026-01-05,
12562,M012706,2026-01-12,
12562,M012706,2026-01-19,
12562,M010862,2025-12-29,
12562,M010862,2026-01-05,
12562,M010862,2026-01-12,
12562,M010862,2026-01-19,
12562,M010079,2025-12-29,
12562,M010079,2026-01-05,
12562,M010079,2026-01-12,
12562,M010079,2026-01-19,
3524,M010676,2025-12-29,
3524,M010676,2026-01-05,
3524,M010676,2026-01-12,
3524,M010676,2026-01-19,
3524,M010038,2025-12-29,
3524,M010038,2026-01-05,
3524,M010038,2026-01-12,
3524,M010038,2026-01-19,
3524,M012706,2025-12-29,
3524,M012706,2026-01-05,
3524,M012706,2026-01-12,
3524,M012706,2026-01-19,
3524,M010788,2025-12-29,
3524,M010788,2026-01-05,
3524,M010788,2026-01-12,
3524,M010788,2026-01-19,
3524,M013086,2025-12-29,
3524,M013086,2026-01-05,
3524,M013086,2026-01-12,
3524,M013086,2026-01-19,
3524,M009970,2025-12-29,
3524,M009970,2026-01-05,
3524,M009970,2026-01-12,
3524,M009970,2026-01-19,
3524,M010868,2025-12-29,
3524,M010868,2026-01-05,
3524,M010868,2026-01-12,
3524,M010868,2026-01-19,
3524,M010184,2025-12-29,
3524,M010184,2026-01-05,
3524,M010184,2026-01-12,
3524,M010184,2026-01-19,
3524,M009364,2025-12-29,
3524,M009364,2026-01-05,
3524,M009364,2026-01-12,
3524,M009364,2026-01-19,
3524,M014013,2025-12-29,
3524,M014013,2026-01-05,
3524,M014013,2026-01-12,
3524,M014013,2026-01-19,
3524,M012860,2025-12-29,
3524,M012860,2026-01-05,
3524,M012860,2026-01-12,
3524,M012860,2026-01-19,
3524,M013477,2025-12-29,
3524,M013477,2026-01-05,
3524,M013477,2026-01-12,
3524,M013477,2026-01-19,
3524,M012115,2025-12-29,
3524,M012115,2026-01-05,
3524,M012115,2026-01-12,
3524,M012115,2026-01-19,
3524,M016641,2025-12-29,
3524,M016641,2026-01-05,
3524,M016641,2026-01-12,
3524,M016641,2026-01-19,
3524,M011339,2025-12-29,
3524,M011339,2026-01-05,
3524,M011339,2026-01-12,
3524,M011339,2026-01-19,
3524,M009050,2025-12-29,
3524,M009050,2026-01-05,
3524,M009050,2026-01-12,
3524,M009050,2026-01-19,
3524,M013294,2025-12-29,
3524,M013294,2026-01-05,
3524,M013294,2026-01-12,
3524,M013294,2026-01-19,
3524,M011086,2025-12-29,
3524,M011086,2026-01-05,
3524,M011086,2026-01-12,
3524,M011086,2026-01-19,
3775,M009050,2025-12-29,
3775,M009050,2026-01-05,
3775,M009050,2026-01-12,
3775,M009050,2026-01-19,
3775,M014013,2025-12-29,
3775,M014013,2026-01-05,
3775,M014013,2026-01-12,
3775,M014013,2026-01-19,
3775,M010208,2025-12-29,
3775,M010208,2026-01-05,
3775,M010208,2026-01-12,
3775,M010208,2026-01-19,
3775,M010532,2025-12-29,
3775,M010532,2026-01-05,
3775,M010532,2026-01-12,
3775,M010532,2026-01-19,
3775,M009072,2025-12-29,
3775,M009072,2026-01-05,
3775,M009072,2026-01-12,
3775,M009072,2026-01-19,
3775,M010771,2025-12-29,
3775,M010771,2026-01-05,
3775,M010771,2026-01-12,
3775,M010771,2026-01-19,
3775,M013477,2025-12-29,
3775,M013477,2026-01-05,
3775,M013477,2026-01-12,
3775,M013477,2026-01-19,
4692,M016641,2025-12-29,
4692,M016641,2026-01-05,
4692,M016641,2026-01-12,
4692,M016641,2026-01-19,
4692,M011086,2025-12-29,
4692,M011086,2026-01-05,
4692,M011086,2026-01-12,
4692,M011086,2026-01-19,
4692,M010788,2025-12-29,
4692,M010788,2026-01-05,
4692,M010788,2026-01-12,
4692,M010788,2026-01-19,
4692,M014013,2025-12-29,
4692,M014013,2026-01-05,
4692,M014013,2026-01-12,
4692,M014013,2026-01-19,
4692,M009651,2025-12-29,
4692,M009651,2026-01-05,
4692,M009651,2026-01-12,
4692,M009651,2026-01-19,
4692,M009970,2025-12-29,
4692,M009970,2026-01-05,
4692,M009970,2026-01-12,
4692,M009970,2026-01-19,
4692,M009594,2025-12-29,
4692,M009594,2026-01-05,
4692,M009594,2026-01-12,
4692,M009594,2026-01-19,
4692,M010079,2025-12-29,
4692,M010079,2026-01-05,
4692,M010079,2026-01-12,
4692,M010079,2026-01-19,
4692,M010453,2025-12-29,
4692,M010453,2026-01-05,
4692,M010453,2026-01-12,
4692,M010453,2026-01-19,
4692,M010038,2025-12-29,
4692,M010038,2026-01-05,
4692,M010038,2026-01-12,
4692,M010038,2026-01-19,
4692,M013962,2025-12-29,
4692,M013962,2026-01-05,
4692,M013962,2026-01-12,
4692,M013962,2026-01-19,
4692,M010184,2025-12-29,
4692,M010184,2026-01-05,
4692,M010184,2026-01-12,
4692,M010184,2026-01-19,
4692,M012706,2025-12-29,
4692,M012706,2026-01-05,
4692,M012706,2026-01-12,
4692,M012706,2026-01-19,
4692,M010868,2025-12-29,
4692,M010868,2026-01-05,
4692,M010868,2026-01-12,
4692,M010868,2026-01-19,
6592,M010208,2025-12-29,
6592,M010208,2026-01-05,
6592,M010208,2026-01-12,
6592,M010208,2026-01-19,
6592,M010868,2025-12-29,
6592,M010868,2026-01-05,
6592,M010868,2026-01-12,
6592,M010868,2026-01-19,
6592,M009898,2025-12-29,
6592,M009898,2026-01-05,
6592,M009898,2026-01-12,
6592,M009898,2026-01-19,
6592,M012860,2025-12-29,
6592,M012860,2026-01-05,
6592,M012860,2026-01-12,
6592,M012860,2026-01-19,
6592,M013220,2025-12-29,
6592,M013220,2026-01-05,
6592,M013220,2026-01-12,
6592,M013220,2026-01-19,
6592,M012665,2025-12-29,
6592,M012665,2026-01-05,
6592,M012665,2026-01-12,
6592,M012665,2026-01-19,
6592,M009594,2025-12-29,
6592,M009594,2026-01-05,
6592,M009594,2026-01-12,
6592,M009594,2026-01-19,
6592,M010184,2025-12-29,
6592,M010184,2026-01-05,
6592,M010184,2026-01-12,
6592,M010184,2026-01-19,
6592,M013294,2025-12-29,
6592,M013294,2026-01-05,
6592,M013294,2026-01-12,
6592,M013294,2026-01-19,
6592,M009648,2025-12-29,
6592,M009648,2026-01-05,
6592,M009648,2026-01-12,
6592,M009648,2026-01-19,
7547,M009364,2025-12-29,
7547,M009364,2026-01-05,
